orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,mes,dayofyear,estacion,anio,dia_del_anio
5.0,Río Reconquista y Río Lujan,TI004,2022-08-23,2022.0,invierno,13.5,13.0,2.17,6.92,Ausencia,Ausencia,Ausencia,Ausencia,76000.0,9.0,780.0,3.3,5.0,0.49,0.49,6.8,30.0,6.0,0.1,0.005,0.001,10.0,0.15,35.0,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",8.0,235.0,invierno,2022.0,235.0
5.0,Río Reconquista y Río Lujan,TI004,2022-10-31,2022.0,Primavera,19.7,14.0,5.68,7.5,Ausencia,Ausencia,Ausencia,Ausencia,2400.0,2100.0,550.0,2.7,0.98,0.35,0.32,2.0,33.0,30.0,0.1,0.005,0.001,0.0,0.15,56.0,Muy deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",10.0,304.0,primavera,2022.0,304.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2022-02-23,2022.0,Verano,24.9,23.3,3.5,6.53,Ausencia,Ausencia,Ausencia,Presencia,3200.0,200.0,750.0,4.4,3.5,1.1,0.91,3.9,130.0,8.9,0.1,0.005,0.001,10.0,0.2,40.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,54.0,verano,2022.0,54.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2022-05-04,2022.0,otoño,17.0,13.0,4.29,6.76,Ausencia,Ausencia,Ausencia,Presencia,106000.0,8000.0,770.0,11.3,0.21,0.51,0.41,3.5,54.0,80.0,0.1,0.009,0.001,10.0,0.15,37.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,124.0,otoño,2022.0,124.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2022-08-23,2022.0,invierno,14.3,13.0,0.36,6.88,Ausencia,Ausencia,Ausencia,Presencia,1070000.0,560.0,27.0,2.0,22.0,1.9,0.28,2.0,30.0,33.0,0.2,0.011,0.001,10.0,0.15,32.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2022.0,235.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2022-10-31,2022.0,Primavera,20.0,11.0,5.24,7.4,Ausencia,Ausencia,Ausencia,Ausencia,15200.0,14400.0,2500.0,2.7,0.83,0.19,0.18,6.5,30.0,26.0,0.1,0.005,0.001,0.0,0.15,67.0,Deteriorada,Tigre,Arroyo Santo Domingo,-3.469.195,-5.847.945,446.949,144.834,"""Industria Manufacturera""",10.0,304.0,primavera,2022.0,304.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2022-02-23,2022.0,Verano,25.4,23.3,2.25,6.56,Presencia,Presencia,Ausencia,Ausencia,1200.0,200.0,400.0,3.3,0.51,0.41,0.35,5.8,29.0,34.0,0.1,0.005,0.001,10.0,0.2,42.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",2.0,54.0,verano,2022.0,54.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2022-05-04,2022.0,otoño,18.6,16.0,4.28,6.72,Ausencia,Ausencia,Ausencia,Ausencia,150000.0,12000.0,1440.0,8.8,0.6,0.3,0.27,4.6,62.0,60.0,0.1,0.005,0.001,10.0,0.15,36.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",5.0,124.0,otoño,2022.0,124.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2022-08-23,2022.0,invierno,13.3,13.0,7.5,7.08,Ausencia,Ausencia,Ausencia,Ausencia,10000.0,600.0,300.0,3.0,0.44,0.11,0.11,2.0,30.0,30.0,0.1,0.005,0.001,10.0,0.15,46.0,Muy deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",8.0,235.0,invierno,2022.0,235.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2022-10-31,2022.0,Primavera,20.9,15.0,6.43,7.58,Ausencia,Ausencia,Ausencia,Ausencia,200.0,100.0,300.0,2.7,0.83,0.19,0.18,2.0,30.0,26.0,0.1,0.005,0.001,0.0,0.15,40.0,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",10.0,304.0,primavera,2022.0,304.0
7.0,Río Lujan y Canal San Fernando,TI007,2022-02-23,2022.0,Verano,24.5,20.0,1.5,6.54,Ausencia,Presencia,Ausencia,Presencia,18000.0,1500.0,100.0,5.6,2.0,0.73,0.6,3.5,42.0,12.0,0.1,0.005,0.001,10.0,0.4,35.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,54.0,verano,2022.0,54.0
7.0,Río Lujan y Canal San Fernando,TI007,2022-05-04,2022.0,otoño,17.4,13.0,5.05,6.74,Ausencia,Ausencia,Ausencia,Presencia,30000.0,2300.0,300.0,8.3,0.26,0.33,0.3,2.8,63.0,60.0,0.1,0.005,0.001,10.0,0.15,41.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,124.0,otoño,2022.0,124.0
7.0,Río Lujan y Canal San Fernando,TI007,2022-08-23,2022.0,invierno,16.5,15.0,1.13,7.12,Presencia,Presencia,Ausencia,Ausencia,240000.0,90.0,9.0,2.0,9.3,0.86,0.86,14.0,30.0,6.1,0.1,5.0,0.001,10.0,0.15,25.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2022.0,235.0
7.0,Río Lujan y Canal San Fernando,TI007,2022-10-31,2022.0,Primavera,19.0,11.0,6.35,7.57,Ausencia,Ausencia,Ausencia,Presencia,12000.0,11500.0,700.0,2.9,1.1,0.32,0.31,3.5,30.0,30.0,0.1,0.005,0.001,0.5,0.15,52.0,Muy deteriorada,Tigre,Arroyo Santo Domingo,-3.469.195,-5.847.945,446.949,144.834,"""Industria Manufacturera""",10.0,304.0,primavera,2022.0,304.0
8.0,Río Capitán y Río San Antonio,TI008,2022-02-23,2022.0,Verano,24.5,21.0,6.3,6.48,Ausencia,Presencia,Ausencia,Ausencia,1000.0,200.0,1200.0,3.1,0.049,0.17,0.16,5.5,69.0,90.0,0.1,0.005,0.001,10.0,0.2,46.0,Muy deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",2.0,54.0,verano,2022.0,54.0
8.0,Río Capitán y Río San Antonio,TI008,2022-05-04,2022.0,otoño,18.3,13.0,7.85,7.02,Ausencia,Ausencia,Ausencia,Ausencia,2500.0,300.0,50.0,3.9,0.05,0.1,0.1,2.0,60.0,50.0,0.1,0.005,0.001,10.0,0.15,58.0,Muy deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",5.0,124.0,otoño,2022.0,124.0
8.0,Río Capitán y Río San Antonio,TI008,2022-08-23,2022.0,invierno,15.6,17.0,9.48,7.25,Ausencia,Ausencia,Ausencia,Ausencia,560.0,930.0,730.0,3.7,0.1,0.1,0.1,2.0,30.0,23.0,0.1,0.005,0.001,10.0,0.15,53.0,Muy deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",8.0,235.0,invierno,2022.0,235.0
8.0,Río Capitán y Río San Antonio,TI008,2022-10-31,2022.0,Primavera,19.2,12.0,6.91,8.02,Ausencia,Ausencia,Ausencia,Ausencia,830.0,820.0,640.0,2.5,0.1,0.19,0.16,2.0,36.0,29.0,0.1,0.005,0.001,0.3,0.15,50.0,Muy deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",10.0,304.0,primavera,2022.0,304.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2022-02-23,2022.0,Verano,23.4,21.0,4.49,6.76,Ausencia,Ausencia,Ausencia,Ausencia,400.0,100.0,220.0,1.9,0.1,0.21,0.19,1.9,29.0,39.0,0.1,0.005,0.001,10.0,0.2,58.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,54.0,verano,2022.0,54.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2022-05-04,2022.0,otoño,18.5,16.0,7.85,7.32,Ausencia,Ausencia,Ausencia,Ausencia,2200.0,50.0,50.0,2.6,0.05,0.13,0.11,2.0,58.0,65.0,0.1,0.005,0.001,10.0,0.15,61.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,124.0,otoño,2022.0,124.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2022-08-23,2022.0,invierno,15.6,15.0,8.68,7.13,Ausencia,Ausencia,Ausencia,Ausencia,3200.0,2.0,250.0,2.4,0.11,0.12,0.12,2.0,30.0,33.0,0.1,0.005,0.001,200.0,0.15,51.0,Muy deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2022.0,235.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2022-10-31,2022.0,Primavera,18.6,12.0,7.21,7.67,Ausencia,Ausencia,Ausencia,Ausencia,1060.0,850.0,620.0,2.6,0.12,0.36,0.19,2.0,30.0,35.0,0.1,6.0,0.001,1.0,0.15,50.0,Muy deteriorada,Tigre,Arroyo Santo Domingo,-3.469.195,-5.847.945,446.949,144.834,"""Industria Manufacturera""",10.0,304.0,primavera,2022.0,304.0
17.0,Costa y Melo,VL031,2022-02-23,2022.0,Verano,24.0,22.0,7.41,6.58,Ausencia,Ausencia,Ausencia,Ausencia,4200.0,500.0,240.0,5.9,0.41,0.24,0.69,1.9,29.0,22.0,0.1,0.005,0.001,10.0,0.2,47.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,54.0,verano,2022.0,54.0
17.0,Costa y Melo,VL031,2022-05-04,2022.0,otoño,14.8,22.0,5.57,6.85,Ausencia,Ausencia,Ausencia,Ausencia,170000.0,10000.0,1500.0,8.0,0.49,0.24,0.2,2.4,77.0,45.0,0.1,0.005,0.001,10.0,0.15,38.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,124.0,otoño,2022.0,124.0
17.0,Costa y Melo,VL031,2022-08-23,2022.0,invierno,13.1,15.0,10.43,8.02,Ausencia,Ausencia,Ausencia,Ausencia,160000.0,4.0,2.0,16.4,0.22,0.42,0.42,5.6,30.0,12.0,0.1,0.005,0.001,10.0,0.15,38.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2022.0,235.0
17.0,Costa y Melo,VL031,2022-10-31,2022.0,Primavera,18.6,12.3,8.83,7.79,ausencia,ausencia,ausencia,ausencia,6600.0,6600.0,1500.0,3.7,1.0,0.47,0.3,2.0,30.0,19.0,0.1,6.0,0.001,3.1,0.15,49.0,Muy deteriorada,Tigre,Arroyo Santo Domingo,-3.469.195,-5.847.945,446.949,144.834,"""Industria Manufacturera""",10.0,304.0,primavera,2022.0,304.0
16.0,Puerto de Olivos Espigón,VL032,2022-02-23,2022.0,Verano,25.5,22.0,6.79,6.6,Ausencia,Ausencia,Ausencia,Ausencia,6500.0,200.0,1700.0,7.3,0.63,0.27,0.32,1.9,29.0,17.0,0.1,0.005,0.001,10.0,0.2,40.0,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",2.0,54.0,verano,2022.0,54.0
16.0,Puerto de Olivos Espigón,VL032,2022-05-04,2022.0,otoño,14.8,22.0,5.2,6.74,Ausencia,Ausencia,Ausencia,Ausencia,68000.0,7000.0,730.0,8.6,0.87,0.23,0.2,3.3,64.0,33.0,0.1,0.005,0.001,10.0,0.15,37.0,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",5.0,124.0,otoño,2022.0,124.0
16.0,Puerto de Olivos Espigón,VL032,2022-08-23,2022.0,invierno,16.1,17.0,9.82,7.76,Ausencia,Ausencia,Ausencia,Ausencia,40000.0,1.0,450.0,12.8,0.95,0.32,0.32,12.0,36.0,16.0,0.1,0.005,0.001,740.0,0.15,37.0,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",8.0,235.0,invierno,2022.0,235.0
16.0,Puerto de Olivos Espigón,VL032,2022-10-31,2022.0,Primavera,18.5,15.1,8.62,7.41,ausencia,ausencia,ausencia,presencia,4200.0,4000.0,570.0,4.4,0.93,0.29,0.29,2.0,30.0,19.0,0.1,0.005,0.001,0.7,0.15,50.0,Muy deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",10.0,304.0,primavera,2022.0,304.0
15.0,Reserva Barrio El Ceibo,VL033,2022-02-23,2022.0,Verano,25.9,23.0,8.27,7.24,Ausencia,Ausencia,Ausencia,Ausencia,5500.0,100.0,650.0,4.9,0.94,0.28,0.33,1.9,29.0,14.0,0.1,0.005,0.001,10.0,0.2,45.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,54.0,verano,2022.0,54.0
15.0,Reserva Barrio El Ceibo,VL033,2022-05-04,2022.0,otoño,18.0,23.0,6.6,6.73,Ausencia,Ausencia,Ausencia,Ausencia,3000.0,700.0,350.0,9.1,0.41,0.23,0.2,2.0,54.0,27.0,0.1,0.005,0.001,10.0,0.15,50.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,124.0,otoño,2022.0,124.0
15.0,Reserva Barrio El Ceibo,VL033,2022-08-23,2022.0,invierno,17.1,17.0,9.87,7.99,Ausencia,Ausencia,Ausencia,Ausencia,13000.0,6.0,2.0,20.6,0.49,0.1,0.42,6.5,30.0,12.0,0.1,0.005,0.001,10.0,0.15,42.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2022.0,235.0
15.0,Reserva Barrio El Ceibo,VL033,2022-10-31,2022.0,Primavera,19.4,15.1,9.91,7.53,ausencia,ausencia,ausencia,ausencia,2100.0,1700.0,310.0,4.2,0.72,0.28,0.27,2.0,30.0,28.0,0.1,0.005,0.001,0.0,0.15,60.0,Muy deteriorada,Tigre,Arroyo Santo Domingo,-3.469.195,-5.847.945,446.949,144.834,"""Industria Manufacturera""",10.0,304.0,primavera,2022.0,304.0
22.0,Cuatro bocas- desembocadura del Riachuelo,AC001,2023-08-23,2023.0,invierno,15.21,13.0,0.6,7.29,Ausencia,Ausencia,Ausencia,Presencia,40000.0,10300.0,14000.0,11.0,9.1,0.55,0.53,11.0,37.0,16.0,0.1,0.005,0.001,2.61,0.15,32.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2023.0,235.0
23.0,Polo Petroquímico Dock Sud,AV051,2023-02-22,2023.0,Verano,23.87,26.0,4.85,7.23,Ausencia,Ausencia,Ausencia,Ausencia,1000.0,100.0,240.0,3.7,0.44,0.47,0.32,2.6,30.0,27.0,0.1,0.005,0.001,3.67,0.16,45.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,53.0,verano,2023.0,53.0
23.0,Polo Petroquímico Dock Sud,AV051,2023-05-10,2023.0,otoño,18.0,15.0,5.22,7.33,Ausencia,Ausencia,Ausencia,Ausencia,sin muestra,sin muestra,sin muestra,5.8,0.73,0.25,0.24,2.0,30.0,50.0,0.1,0.005,1.0,5.52,0.15,40.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,130.0,otoño,2023.0,130.0
24.0,Polo Petroquímico Dock Sud,AV051,2023-08-23,2023.0,invierno,15.0,13.0,1.22,7.47,Ausencia,Ausencia,Ausencia,Ausencia,4000.0,2200.0,800.0,13.8,7.2,2.7,0.6,5.2,30.0,12.0,0.1,0.005,0.001,3.85,Dato atípico,38.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2023.0,235.0
23.0,Polo Petroquímico Dock Sud,AV051,2023-11-14,2023.0,primavera,23.0,22.0,6.4,7.39,Ausencia,Ausencia,Ausencia,Ausencia,500.0,500.0,150.0,2.9,1.9,0.29,sin muestra,4.6,30.0,30.0,0.1,0.005,0.001,10.0,0.15,40.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",11.0,318.0,primavera,2023.0,318.0
24.0,Arroyo Sarandí,AV052,2023-02-22,2023.0,Verano,24.2,26.0,4.99,7.36,Ausencia,Ausencia,Ausencia,Ausencia,1000.0,200.0,120.0,3.6,0.63,0.28,0.22,3.5,30.0,23.0,0.1,0.005,0.001,7.62,0.2,38.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,53.0,verano,2023.0,53.0
24.0,Arroyo Sarandí,AV052,2023-05-10,2023.0,otoño,19.0,15.0,5.24,7.48,Ausencia,Ausencia,Ausencia,Presencia,sin muestra,sin muestra,sin muestra,8.5,0.52,0.25,0.24,4.2,30.0,37.0,0.1,0.005,1.0,2.61,0.15,39.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,130.0,otoño,2023.0,130.0
25.0,Arroyo Sarandí,AV052,2023-08-23,2023.0,invierno,15.1,13.0,0.96,7.5,Ausencia,Ausencia,Ausencia,Ausencia,2000.0,2000.0,1000.0,11.7,8.2,2.1,0.56,4.7,30.0,14.0,0.1,0.005,0.001,3.85,Dato atípico,39.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2023.0,235.0
24.0,Arroyo Sarandí,AV052,2023-11-14,2023.0,primavera,22.0,22.0,6.3,7.39,Ausencia,Ausencia,Ausencia,Ausencia,1000.0,900.0,290.0,3.1,1.3,0.2,0.2,3.1,30.0,26.0,0.1,0.005,0.001,10.0,0.15,40.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",11.0,318.0,primavera,2023.0,318.0
26.0,Arroyo Santo Domingo,AV053,2023-02-22,2023.0,Verano,24.6,26.0,1.99,7.5,Ausencia,Ausencia,Ausencia,Ausencia,5000.0,900.0,10.0,9.9,0.05,0.42,0.4,4.5,30.0,21.0,0.1,0.009,0.001,4.57,0.25,40.0,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",2.0,53.0,verano,2023.0,53.0
26.0,Arroyo Santo Domingo,AV053,2023-05-10,2023.0,otoño,18.0,15.0,3.22,7.52,Ausencia,Ausencia,Ausencia,Ausencia,5000.0,2500.0,80.0,15.2,2.9,0.57,0.56,3.8,30.0,11.0,0.1,0.005,1.0,0.1,0.15,35.0,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",5.0,130.0,otoño,2023.0,130.0
27.0,Arroyo Santo Domingo,AV053,2023-08-23,2023.0,invierno,14.53,13.0,2.64,7.53,Ausencia,Ausencia,Ausencia,Presencia,800.0,800.0,400.0,13.9,8.9,1.4,0.32,2.3,32.0,12.0,0.1,0.005,0.001,5.99,0.15,36.0,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",8.0,235.0,invierno,2023.0,235.0
26.0,Arroyo Santo Domingo,AV053,2023-11-14,2023.0,primavera,22.0,22.0,6.3,7.42,Ausencia,Ausencia,Ausencia,Ausencia,1100.0,1100.0,300.0,2.8,1.2,0.2,0.2,3.1,30.0,25.0,0.1,0.005,0.001,10.0,0.15,40.0,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",11.0,318.0,primavera,2023.0,318.0
22.0,Escollera de Propaneros,AV054,2023-02-22,2023.0,Verano,24.69,25.0,3.03,7.0,Ausencia,Ausencia,Ausencia,Ausencia,7000.0,2200.0,200.0,9.9,0.05,0.64,0.57,4.9,30.0,23.0,0.1,0.005,0.001,19.6,0.54,37.0,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",2.0,53.0,verano,2023.0,53.0
22.0,Escollera de Propaneros,AV054,2023-05-10,2023.0,otoño,18.0,15.0,3.55,7.08,Ausencia,Ausencia,Ausencia,Presencia,sin muestra,sin muestra,sin muestra,10.2,1.1,0.32,0.31,2.9,30.0,45.0,0.1,0.0078,1.0,0.1,0.15,37.0,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",5.0,130.0,otoño,2023.0,130.0
23.0,Escollera de Propaneros,AV054,2023-08-23,2023.0,invierno,15.18,13.0,1.2,7.48,Ausencia,Ausencia,Ausencia,Ausencia,12000.0,4600.0,1200.0,10.5,10.0,1.4,0.65,7.7,40.0,19.0,0.1,0.005,0.001,3.48,Dato atípico,38.0,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",8.0,235.0,invierno,2023.0,235.0
22.0,Escollera de Propaneros,AV054,2023-11-14,2023.0,primavera,22.0,21.0,3.33,7.05,Presencia,Presencia,Ausencia,Presencia,19000.0,16000.0,6000.0,12.7,0.78,0.54,sin muestra,17.0,37.0,16.0,0.1,0.0,0.001,10.0,0.15,23.0,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",11.0,318.0,primavera,2023.0,318.0
25.0,Costa de Villa Domínico,AV055,2023-02-22,2023.0,Verano,24.5,26.0,3.02,7.45,Ausencia,Ausencia,Ausencia,Ausencia,4000.0,2000.0,10.0,10.6,0.05,0.75,0.36,5.3,30.0,21.0,0.1,0.007,0.001,17.06,0.9,39.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,53.0,verano,2023.0,53.0
25.0,Costa de Villa Domínico,AV055,2023-05-10,2023.0,otoño,19.0,15.0,4.45,7.48,Ausencia,Ausencia,Ausencia,Ausencia,sin muestra,sin muestra,sin muestra,8.9,0.44,0.26,0.25,4.1,30.0,32.0,0.1,0.005,1.0,1.81,0.15,41.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,130.0,otoño,2023.0,130.0
26.0,Costa de Villa Domínico,AV055,2023-08-23,2023.0,invierno,14.5,13.0,1.1,7.34,Ausencia,Ausencia,Ausencia,Ausencia,4000.0,2000.0,2000.0,13.3,8.0,0.72,0.4,4.4,30.0,8.0,0.1,0.005,0.001,6.13,0.15,37.0,Extremadamente deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,235.0,invierno,2023.0,235.0
25.0,Costa de Villa Domínico,AV055,2023-11-14,2023.0,primavera,22.0,22.0,5.94,7.41,Ausencia,Ausencia,Ausencia,Ausencia,900.0,900.0,300.0,2.8,1.4,0.24,0.2,3.9,33.0,20.0,0.1,0.005,0.001,15.4,0.15,38.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",11.0,318.0,primavera,2023.0,318.0
40.0,Playa La Bagliardi,BS091,2023-02-22,2023.0,Verano,21.0,25.0,6.65,7.76,Ausencia,Ausencia,Ausencia,Presencia,4000.0,500.0,280.0,5.6,0.84,0.54,0.41,3.3,70.0,13.0,0.1,0.005,0.001,0.1,5.0,no se pudo calcular,Extremadamente deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100.93,47.63,"""Industria Manufacturera""",2.0,53.0,verano,2023.0,53.0
40.0,Playa La Bagliardi,BS091,2023-05-10,2023.0,otoño,16.0,13.0,10.88,9.18,Ausencia,Ausencia,Ausencia,Ausencia,24.0,11200.0,5000.0,21.5,4.4,0.43,0.42,5.5,30.0,20.0,0.1,0.005,1.0,30.49,0.15,32.0,Extremadamente deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100.93,47.63,"""Industria Manufacturera""",5.0,130.0,otoño,2023.0,130.0
