orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,mes,dayofyear,estacion,anio,dia_del_anio
19.0,Costanera Norte - Espigón Abanico,CA044,2021-05-19,2021.0,otoño,16.4,18.0,6.2,7.3,Ausencia,Ausencia,Ausencia,Ausencia,29.0,21.0,760.0,7.1,1.16,0.12,0.11,5.0,50.0,21.0,0.1,0.005,0.001,0.1,0.15,35.0,Extremadamente deteriorada,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
19.0,Costanera Norte - Espigón Abanico,CA044,2021-08-25,2021.0,invierno,14.5,18.0,8.6,7.6,Ausencia,Ausencia,Ausencia,Ausencia,13000.0,6000.0,3100.0,3.4,1.8,0.08,0.19,5.0,50.0,31.0,100.0,0.01,0.001,0.01,0.2,41.0,Extremadamente deteriorada,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
19.0,Costanera Norte - Espigón Abanico,CA044,2021-10-27,2021.0,primavera,24.9,18.0,8.1,8.1,Ausencia,Ausencia,Ausencia,Ausencia,35000.0,5200.0,6100.0,4.4,1.7,0.25,0.27,6.9,35.0,13.0,100.0,0.005,0.001,0.01246,0.2,39.0,Extremadamente deteriorada,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",10.0,300.0,primavera,2021.0,300.0
20.0,Club de Pescadores,CA046,2021-02-24,2021.0,verano,24.9,27.0,6.4,7.7,Ausencia,Ausencia,Ausencia,Ausencia,4000.0,3600.0,800.0,3.6,0.3,0.69,0.17,5.0,50.0,91.0,100.0,10.0,0.02,0.0,0.15,42.0,Extremadamente deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,55.0,verano,2021.0,55.0
20.0,Club de Pescadores,CA046,2021-05-19,2021.0,otoño,18.0,18.0,5.0,7.4,Ausencia,Ausencia,Ausencia,Ausencia,19.0,19.0,5000.0,9.7,0.9,0.17,0.16,5.0,50.0,40.0,0.1,0.005,0.001,0.87,0.15,35.0,Extremadamente deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
20.0,Club de Pescadores,CA046,2021-08-25,2021.0,invierno,14.7,18.0,8.6,7.6,Ausencia,Ausencia,Ausencia,Ausencia,4000.0,3800.0,810.0,3.6,1.8,0.08,0.2,5.0,50.0,31.0,100.0,0.01,0.001,0.01,0.2,45.0,Muy deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
20.0,Club de Pescadores,CA046,2021-10-27,2021.0,primavera,24.2,18.0,7.8,7.7,Ausencia,Ausencia,Ausencia,Ausencia,100000.0,45000.0,490.0,6.1,2.5,0.2,0.17,5.7,35.0,21.0,100.0,0.005,0.001,0.01483,0.2,38.0,Extremadamente deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",10.0,300.0,primavera,2021.0,300.0
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,2021-02-24,2021.0,verano,26.5,18.0,8.7,8.1,Ausencia,Ausencia,Ausencia,Ausencia,380.0,340.0,30.0,3.5,0.8,0.76,0.15,5.0,50.0,105.0,100.0,10.0,0.021,0.0,0.15,46.0,Muy deteriorada,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,55.0,verano,2021.0,55.0
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,2021-05-19,2021.0,otoño,16.4,18.0,7.6,7.3,Ausencia,Ausencia,Ausencia,Ausencia,4.1,4.1,560.0,8.2,0.5,0.16,0.15,5.0,50.0,68.0,0.1,0.005,0.001,0.1,0.15,39.0,Extremadamente deteriorada,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,2021-08-25,2021.0,invierno,15.5,18.0,9.0,7.7,Ausencia,Ausencia,Ausencia,Ausencia,12000.0,1200.0,360.0,3.5,2.06,0.1,0.42,5.0,50.0,39.6,100.0,0.01,0.001,0.01,0.2,46.0,Muy deteriorada,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,2021-10-27,2021.0,primavera,23.8,18.0,7.9,7.6,Ausencia,Ausencia,Ausencia,Ausencia,3000.0,230.0,240.0,4.7,0.05,0.33,0.31,5.2,38.0,10.0,100.0,0.005,0.001,0.00059,0.2,52.0,Muy deteriorada,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",10.0,300.0,primavera,2021.0,300.0
22.0,Playa La Balandra,BS093,2022-08-23,2022.0,invierno,7.0,8.0,0.8,6.7,Ausencia,Ausencia,Ausencia,Ausencia,300.0,20.0,20.0,2.0,0.42,0.33,0.23,5.0,30.0,75.0,0.1,0.005,0.001,0.01,0.2,46.0,Muy deteriorada,Ensenada,Boca cerrada (res. extra nat. punta Lara),-34.781.253,-58.008.481,63.997,37.375,"""siderúrgica y refineria de petroleo""",8.0,139.0,invierno,2022.0,235.0
33.0,Boca Cerrada (Res.Nat. Punta Lara),EN-adic,2021-10-27,2021.0,primavera,sin equipo,28.0,sin equipo,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,6000.0,200.0,20.0,7.5,0.07,0.43,0.19,5.6,61.0,31.0,100.0,0.0059,0.001,0.07891,0.2,46.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",10.0,300.0,primavera,2021.0,300.0
33.0,Camping Eva Perón,EN081,2021-02-24,2021.0,verano,23.8,20.0,8.27,7.98,Ausencia,Ausencia,Ausencia,Ausencia,2200.0,50.0,30.0,7.0,0.16,1.1,0.41,3.1,30.0,39.0,100.0,5.0,0.001,0.035,0.15,51.0,Muy deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",2.0,55.0,verano,2021.0,55.0
33.0,Camping Eva Perón,EN081,2021-05-19,2021.0,otoño,12.9,12.0,12.04,9.32,Ausencia,Ausencia,Ausencia,Ausencia,300.0,20.0,10.0,5.4,7.0,0.57,0.57,4.1,8.8,30.0,60.0,100.0,0.005,0.001,10.0,56.0,Muy deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",5.0,139.0,otoño,2021.0,139.0
33.0,Camping Eva Perón,EN081,2021-08-25,2021.0,invierno,12.3,10.0,8.44,8.52,Ausencia,Ausencia,Ausencia,Ausencia,400.0,60.0,140.0,11.2,0.69,0.39,0.34,4.0,30.0,16.0,0.1,0.005,0.001,67.76,0.15,36.0,Extremadamente deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",8.0,237.0,invierno,2021.0,237.0
34.0,Camping Eva Perón,EN081,2021-10-27,2021.0,primavera,22.7,27.0,12.22,9.18,Ausencia,Ausencia,Ausencia,Ausencia,300.0,20.0,4.0,6.9,0.14,0.33,0.16,7.1,82.0,45.0,100.0,0.005,0.001,0.11036,0.2,58.0,Muy deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",10.0,300.0,primavera,2021.0,300.0
34.0,Toma de agua Club de Pesca,EN082,2021-02-24,2021.0,verano,24.5,20.0,4.1,7.58,Ausencia,Ausencia,Ausencia,Ausencia,1300.0,100.0,280.0,7.5,0.2,0.88,0.33,2.0,30.0,40.0,100.0,8.7,0.001,0.015,0.15,50.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,55.0,verano,2021.0,55.0
34.0,Toma de agua Club de Pesca,EN082,2021-05-19,2021.0,otoño,14.2,12.0,11.48,8.95,Ausencia,Ausencia,Ausencia,Ausencia,400.0,30.0,10.0,6.4,0.26,0.26,0.26,2.1,2.8,30.0,45.0,100.0,0.005,0.001,10.0,72.0,Deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
34.0,Toma de agua Club de Pesca,EN082,2021-08-25,2021.0,invierno,11.4,4.0,12.47,9.44,Ausencia,Ausencia,Ausencia,Ausencia,300.0,100.0,110.0,5.1,1.1,0.41,0.37,8.8,47.0,31.0,100.0,0.005,0.001,0.131,0.2,58.0,Muy deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
35.0,Toma de agua Club de Pesca,EN082,2021-10-27,2021.0,primavera,24.7,27.0,8.57,8.17,Ausencia,Ausencia,Ausencia,Ausencia,100.0,5.0,6.0,6.2,0.61,0.21,0.18,2.1,30.0,14.0,100.0,0.005,0.001,0.01,0.2,65.0,Deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",10.0,300.0,primavera,2021.0,300.0
35.0,Arroyo El Gato,EN083,2021-02-24,2021.0,verano,22.9,20.0,0.59,7.36,Ausencia,Ausencia,Ausencia,Presencia,3000.0,400.0,300.0,6.6,2.4,1.0,0.63,5.8,30.0,36.0,100.0,5.0,0.001,0.011,0.15,40.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,55.0,verano,2021.0,55.0
35.0,Arroyo El Gato,EN083,2021-05-19,2021.0,otoño,14.5,11.0,4.47,7.68,Ausencia,Ausencia,Ausencia,Ausencia,10000.0,2800.0,1600.0,6.5,4.3,0.38,0.38,3.8,12.0,30.0,16.0,100.0,0.005,0.001,10.0,38.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
35.0,Arroyo El Gato,EN083,2021-08-25,2021.0,invierno,12.1,4.0,12.72,9.25,Ausencia,Ausencia,Ausencia,Ausencia,700.0,20.0,50.0,4.4,0.7,0.2,0.11,5.2,30.0,23.0,100.0,0.005,0.001,0.01,0.2,67.0,Deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
36.0,Arroyo El Gato,EN083,2021-10-27,2021.0,primavera,22.4,27.0,3.91,7.56,Ausencia,Ausencia,Ausencia,Ausencia,6100.0,5100.0,660.0,4.6,4.1,0.28,0.1,12.0,48.0,15.0,100.0,0.005,0.001,0.01,0.2,39.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",10.0,300.0,primavera,2021.0,300.0
36.0,Ensenada Prefectura Isla Santiago,EN084,2021-02-24,2021.0,verano,24.7,20.0,5.61,7.67,Ausencia,Ausencia,Ausencia,Ausencia,160.0,120.0,90.0,8.2,0.1,0.61,0.25,2.0,30.0,26.0,100.0,5.0,0.001,0.009,0.15,57.0,Muy deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",2.0,55.0,verano,2021.0,55.0
36.0,Ensenada Prefectura Isla Santiago,EN084,2021-05-19,2021.0,otoño,14.4,11.0,9.11,8.1,Ausencia,Ausencia,Ausencia,Ausencia,600.0,100.0,20.0,8.1,0.06,0.23,0.23,3.2,2.2,30.0,39.0,100.0,0.005,0.001,10.0,74.0,Deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",5.0,139.0,otoño,2021.0,139.0
36.0,Ensenada Prefectura Isla Santiago,EN084,2021-08-25,2021.0,invierno,12.9,4.0,9.27,8.04,Ausencia,Ausencia,Ausencia,Ausencia,500.0,100.0,380.0,3.5,2.9,0.28,0.14,6.3,30.0,19.0,100.0,0.005,0.001,0.01,0.2,60.0,Muy deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",8.0,237.0,invierno,2021.0,237.0
37.0,Ensenada Prefectura Isla Santiago,EN084,2021-10-27,2021.0,primavera,22.0,27.0,8.7,8.15,Ausencia,Ausencia,Ausencia,Ausencia,400.0,100.0,225.0,7.9,0.74,0.22,0.13,3.9,41.0,25.0,100.0,0.005,0.001,0.02492,0.2,58.0,Muy deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",10.0,300.0,primavera,2021.0,300.0
27.0,Espora 400 m,QU061,2021-02-24,2021.0,verano,24.9,18.0,4.84,7.36,Ausencia,Ausencia,Ausencia,Ausencia,1800.0,520.0,90.0,4.0,1.5,1.2,0.51,2.0,30.0,23.0,100.0,5.0,0.001,0.027,0.15,45.0,Muy deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,2.0,55.0,verano,2021.0,55.0
27.0,Espora 400 m,QU061,2021-05-19,2021.0,otoño,14.5,11.0,8.65,7.47,Ausencia,Ausencia,Ausencia,Presencia,6000.0,1000.0,20.0,3.8,1.4,0.87,0.87,8.9,12.0,30.0,50.0,100.0,0.005,0.001,10.0,44.0,Extremadamente deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,139.0,otoño,2021.0,139.0
27.0,Espora 400 m,QU061,2021-08-25,2021.0,invierno,14.5,7.0,9.29,7.29,Ausencia,Ausencia,Ausencia,Presencia,12000.0,50.0,5.0,3.2,0.1,0.52,0.41,6.6,30.0,29.0,100.0,0.005,0.001,0.01,0.2,49.0,Muy deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,8.0,237.0,invierno,2021.0,237.0
27.0,Espora 400 m,QU061,2021-10-27,2021.0,primavera,23.1,28.0,8.83,7.43,Presencia,Ausencia,Ausencia,Ausencia,4000.0,500.0,5.0,2.0,0.8,0.24,0.53,6.2,37.0,9.9,100.0,0.005,0.001,0.02017,0.2,50.0,Muy deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,10.0,300.0,primavera,2021.0,300.0
28.0,Náutico 400 m,QU062,2021-02-24,2021.0,verano,20.8,18.0,7.17,7.57,Ausencia,Ausencia,Ausencia,Ausencia,3800.0,1000.0,180.0,4.4,1.2,0.98,0.49,5.0,30.0,22.0,100.0,5.0,0.001,0.04,0.15,44.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,55.0,verano,2021.0,55.0
28.0,Náutico 400 m,QU062,2021-05-19,2021.0,otoño,14.0,11.0,6.99,7.5,Ausencia,Ausencia,Ausencia,Presencia,5000.0,2800.0,40.0,4.3,3.0,0.53,0.53,4.0,4.3,30.0,95.0,100.0,0.005,0.001,10.0,44.0,Extremadamente deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
28.0,Náutico 400 m,QU062,2021-08-25,2021.0,invierno,13.6,7.0,8.97,8.24,Ausencia,Ausencia,Ausencia,Ausencia,2000.0,100.0,10.0,4.8,0.2,0.38,0.29,6.8,30.0,30.0,100.0,0.005,0.001,0.01,0.2,64.0,Muy deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
28.0,Náutico 400 m,QU062,2021-10-27,2021.0,primavera,23.5,28.0,8.84,7.59,Ausencia,Ausencia,Ausencia,Ausencia,3000.0,100.0,34.0,5.1,1.6,0.32,0.29,5.8,36.0,16.0,100.0,0.005,0.001,0.04213,0.2,53.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",10.0,300.0,primavera,2021.0,300.0
29.0,Pejerrey Club 400 m,QU063,2021-02-24,2021.0,verano,25.5,18.0,4.66,7.34,Ausencia,Ausencia,Ausencia,Presencia,400.0,380.0,30.0,5.1,0.76,1.0,0.43,4.0,30.0,31.0,100.0,5.0,0.001,0.018,0.8,46.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,55.0,verano,2021.0,55.0
29.0,Pejerrey Club 400 m,QU063,2021-05-19,2021.0,otoño,15.0,11.0,7.58,7.42,Ausencia,Ausencia,Ausencia,Ausencia,7000.0,2000.0,10.0,4.4,0.82,0.73,0.73,7.0,4.5,30.0,70.0,100.0,0.005,0.001,10.0,48.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
29.0,Pejerrey Club 400 m,QU063,2021-08-25,2021.0,invierno,13.1,7.0,8.63,7.93,Ausencia,Ausencia,Ausencia,Ausencia,10000.0,500.0,140.0,3.7,1.0,0.46,0.34,8.1,30.0,18.0,100.0,0.005,0.001,0.01,0.2,47.0,Muy deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
29.0,Pejerrey Club 400 m,QU063,2021-10-27,2021.0,primavera,24.3,28.0,13.18,8.11,Ausencia,Ausencia,Ausencia,Ausencia,2800.0,100.0,40.0,2.9,0.6,0.57,0.51,4.4,88.0,11.0,100.0,0.005,0.001,0.07239,0.2,49.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",10.0,300.0,primavera,2021.0,300.0
10.0,Del Arca,SF015,2021-02-24,2021.0,verano,26.0,26.0,3.84,6.92,Ausencia,Ausencia,Ausencia,Ausencia,4000.0,2500.0,960.0,3.5,1.7,0.84,0.36,3.0,30.0,55.0,100.0,5.0,0.001,0.0,0.15,41.0,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,55.0,verano,2021.0,55.0
10.0,Del Arca,SF015,2021-05-19,2021.0,otoño,17.0,14.0,5.56,7.3,Ausencia,Ausencia,Ausencia,Ausencia,5000.0,1400.0,300.0,5.1,0.62,0.21,0.2,2.0,30.0,40.0,0.1,0.005,0.001,2.79,0.15,35.0,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",5.0,139.0,otoño,2021.0,139.0
10.0,Del Arca,SF015,2021-08-25,2021.0,invierno,18.0,12.0,5.95,7.32,Ausencia,Ausencia,Ausencia,Ausencia,3000.0,100.0,40.0,2.3,1.0,0.26,0.3,2.7,30.0,25.0,100.0,0.005,0.001,0.01,0.2,60.0,Muy deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",8.0,237.0,invierno,2021.0,237.0
10.0,Del Arca,SF015,2021-10-27,2021.0,primavera,22.0,25.0,3.61,8.13,Ausencia,Ausencia,Ausencia,Ausencia,3000.0,300.0,30.0,2.0,1.1,0.27,0.29,2.3,57.0,17.0,100.0,0.005,0.001,0.00178,0.2,51.0,Muy deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",10.0,300.0,primavera,2021.0,300.0
11.0,Espigón La Farola,SI021,2021-02-24,2021.0,verano,24.0,20.0,3.19,6.82,Ausencia,Ausencia,Ausencia,Ausencia,900.0,800.0,140.0,3.4,0.53,0.18,0.3,2.0,30.0,63.1,0.1,5.0,0.001,10.0,0.15,53.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",2.0,55.0,verano,2021.0,55.0
11.0,Espigón La Farola,SI021,2021-05-19,2021.0,otoño,24.0,20.0,3.19,6.82,Ausencia,Ausencia,Ausencia,Ausencia,900.0,800.0,140.0,3.4,0.53,0.18,0.2,2.0,30.0,63.1,0.1,0.005,0.001,10.0,0.15,53.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",5.0,139.0,otoño,2021.0,139.0
11.0,Espigón La Farola,SI021,2021-08-25,2021.0,invierno,24.0,20.0,3.19,6.82,Ausencia,Ausencia,Ausencia,Ausencia,900.0,800.0,140.0,3.4,0.53,0.18,0.23,5.0,30.0,63.1,0.1,0.005,0.001,10.0,0.15,53.0,Muy deteriorada,CABA,Boca cerrada (res. extra nat. punta Lara),-34.535.878,-58.008.481,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",8.0,237.0,invierno,2021.0,237.0
11.0,Espigón La Farola,SI021,2021-10-27,2021.0,primavera,24.0,20.0,3.19,6.82,Ausencia,Ausencia,Ausencia,Ausencia,900.0,800.0,140.0,3.4,0.53,0.18,0.2,no se analizó,no se analizó,63.1,0.1,0.005,0.001,10.0,0.15,53.0,Muy deteriorada,CABA,Arroyo Santo Domingo,-3.469.195,-5.847.945,3.121.707,3.049.672,"""Industria Manufacturera""",10.0,300.0,primavera,2021.0,300.0
12.0,Reserva Ecológica,SI022,2021-02-24,2021.0,verano,27.8,28.0,4.84,7.69,Ausencia,Ausencia,Ausencia,Ausencia,5100.0,2000.0,260.0,4.6,0.69,0.85,0.3,2.0,30.0,27.0,100.0,5.0,0.001,0.001,0.15,42.0,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",2.0,55.0,verano,2021.0,55.0
12.0,Reserva Ecológica,SI022,2021-05-19,2021.0,otoño,16.0,17.0,9.37,8.01,Ausencia,Ausencia,Ausencia,Ausencia,88000.0,6000.0,1300.0,6.6,0.97,0.27,0.27,8.7,4.5,30.0,210.0,100.0,0.005,0.001,10.0,36.0,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",5.0,139.0,otoño,2021.0,139.0
12.0,Reserva Ecológica,SI022,2021-08-25,2021.0,invierno,16.0,13.5,8.02,7.52,Ausencia,Ausencia,Ausencia,Ausencia,1000.0,1000.0,100.0,7.0,0.8,0.35,0.35,5.5,30.0,20.0,100.0,0.005,0.001,0.01,0.2,58.0,Muy deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",8.0,237.0,invierno,2021.0,237.0
12.0,Reserva Ecológica,SI022,2021-10-27,2021.0,primavera,25.0,32.0,6.4,7.4,Ausencia,Ausencia,Ausencia,Ausencia,15000.0,2400.0,290.0,3.4,2.1,0.31,0.27,2.8,39.0,11.0,100.0,0.005,0.001,0.01,0.2,42.0,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",10.0,300.0,primavera,2021.0,300.0
14.0,Perú Puente,SI023,2021-02-24,2021.0,verano,28.0,28.0,3.6,7.67,Ausencia,Ausencia,Ausencia,Presencia,40000.0,37000.0,4800.0,2.8,4.2,0.86,0.53,4.8,30.0,5.2,100.0,5.0,0.001,0.0,0.15,33.0,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",2.0,55.0,verano,2021.0,55.0
14.0,Perú Puente,SI023,2021-05-19,2021.0,otoño,18.0,17.0,3.29,7.42,Ausencia,Ausencia,Ausencia,Ausencia,15000.0,12000.0,2000.0,22.1,5.0,0.51,0.51,4.3,5.6,30.0,6.9,100.0,0.005,0.001,10.0,38.0,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",5.0,139.0,otoño,2021.0,139.0
